instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
7333,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,13.120000000000001,17.424999999999997,93.0,0.0,0,3,3,4
7334,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,13.120000000000001,17.424999999999997,93.0,0.0,2,4,6,5
7335,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,12.299999999999999,16.665,93.0,0.0,1,25,26,6
7336,2011-11-07,Winter,2011,11,0,Monday,1,Mist/Cloudy,11.48,15.909999999999998,93.0,0.0,2,97,99,7
7337,2011-11-07,Winter,2011,11,0,Monday,1,Mist/Cloudy,11.48,15.909999999999998,93.0,0.0,6,305,311,8
7338,2011-11-07,Winter,2011,11,0,Monday,1,Mist/Cloudy,12.299999999999999,15.909999999999998,100.0,6.0032,13,397,410,9
7339,2011-11-07,Winter,2011,11,0,Monday,1,Mist/Cloudy,13.940000000000001,16.665,100.0,8.9981,18,156,174,10
7340,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,14.76,17.424999999999997,93.0,8.9981,28,95,123,11
7341,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,17.22,21.21,77.0,7.0015,28,100,128,12
7342,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,18.86,22.725,67.0,0.0,21,158,179,13
7343,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,22.14,25.759999999999998,49.0,6.0032,32,157,189,14
7344,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,22.96,26.515,37.0,11.0014,30,115,145,15
7345,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,22.96,26.515,37.0,7.0015,38,132,170,16
7346,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,21.32,25.0,45.0,0.0,40,255,295,17
7347,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,20.5,24.240000000000002,45.0,11.0014,39,489,528,18
7348,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,18.86,22.725,59.0,7.0015,18,407,425,19
7349,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,18.86,22.725,59.0,0.0,20,280,300,20
7350,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,16.400000000000002,20.455000000000002,71.0,0.0,17,187,204,21
7351,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,15.58,19.695,82.0,7.0015,10,129,139,22
7352,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,14.76,18.18,81.0,6.0032,6,102,108,23
7353,2011-11-07,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,14.76,18.18,87.0,6.0032,1,47,48,24
7354,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,13.940000000000001,17.424999999999997,87.0,6.0032,0,18,18,1
7355,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,13.120000000000001,16.665,93.0,7.0015,3,8,11,2
7356,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,13.120000000000001,17.424999999999997,87.0,0.0,0,1,1,3
7357,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,13.120000000000001,17.424999999999997,87.0,0.0,0,3,3,4
7358,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,12.299999999999999,16.665,87.0,0.0,0,4,4,5
7359,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,12.299999999999999,15.909999999999998,87.0,6.0032,1,17,18,6
7360,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,12.299999999999999,16.665,87.0,0.0,3,96,99,7
7361,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,12.299999999999999,15.909999999999998,87.0,7.0015,7,316,323,8
7362,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,13.120000000000001,16.665,93.0,7.0015,11,455,466,9
7363,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,14.76,18.94,87.0,0.0,14,177,191,10
7364,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,17.22,21.21,71.0,6.0032,25,104,129,11
7365,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,18.86,22.725,63.0,8.9981,21,126,147,12
7366,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,21.32,25.0,52.0,8.9981,28,175,203,13
7367,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,22.14,25.759999999999998,49.0,11.0014,31,165,196,14
7368,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,22.96,26.515,46.0,7.0015,32,129,161,15
7369,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,23.779999999999998,27.275,46.0,7.0015,33,155,188,16
7370,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,22.96,26.515,46.0,8.9981,39,250,289,17
7371,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,21.32,25.0,43.0,11.0014,40,459,499,18
7372,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,19.68,23.485,55.00000000000001,8.9981,30,432,462,19
7373,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,18.86,22.725,59.0,0.0,14,264,278,20
7374,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,16.400000000000002,20.455000000000002,76.0,0.0,12,169,181,21
7375,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,16.400000000000002,20.455000000000002,76.0,0.0,16,166,182,22
7376,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,14.76,18.94,87.0,0.0,13,95,108,23
7377,2011-11-08,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,14.76,18.94,81.0,0.0,3,45,48,24
7378,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,14.76,18.94,87.0,0.0,0,13,13,1
7379,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,13.940000000000001,18.18,87.0,0.0,0,10,10,2
7380,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,13.120000000000001,17.424999999999997,93.0,0.0,0,5,5,3
7381,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,13.120000000000001,17.424999999999997,93.0,0.0,0,4,4,4
7382,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,13.120000000000001,17.424999999999997,87.0,0.0,0,4,4,5
7383,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,12.299999999999999,16.665,87.0,0.0,0,28,28,6
7384,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,12.299999999999999,16.665,87.0,0.0,0,98,98,7
7385,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,12.299999999999999,16.665,87.0,0.0,0,300,300,8
7386,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,13.120000000000001,17.424999999999997,93.0,0.0,19,437,456,9
7387,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,13.940000000000001,18.18,93.0,0.0,22,197,219,10
7388,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,16.400000000000002,20.455000000000002,76.0,7.0015,16,89,105,11
7389,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,18.86,22.725,67.0,11.0014,21,131,152,12
7390,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,20.5,24.240000000000002,51.0,11.0014,24,156,180,13
7391,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,20.5,24.240000000000002,51.0,11.0014,31,136,167,14
7392,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,21.32,25.0,48.0,11.0014,26,153,179,15
7393,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,21.32,25.0,45.0,15.001299999999999,21,130,151,16
7394,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,21.32,25.0,48.0,12.998000000000001,24,257,281,17
7395,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,18.86,22.725,63.0,7.0015,27,458,485,18
7396,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,18.04,21.97,67.0,7.0015,21,387,408,19
7397,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,18.04,21.97,72.0,7.0015,12,292,304,20
7398,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,18.04,21.97,77.0,0.0,18,201,219,21
7399,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,16.400000000000002,20.455000000000002,87.0,0.0,9,152,161,22
7400,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,16.400000000000002,20.455000000000002,87.0,0.0,9,105,114,23
7401,2011-11-09,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,15.58,19.695,87.0,0.0,5,61,66,24
7402,2011-11-10,Winter,2011,11,0,Thursday,1,Clear/Partly Cloudy,16.400000000000002,20.455000000000002,87.0,0.0,0,24,24,1
7403,2011-11-10,Winter,2011,11,0,Thursday,1,Mist/Cloudy,16.400000000000002,20.455000000000002,87.0,0.0,1,10,11,2
7404,2011-11-10,Winter,2011,11,0,Thursday,1,Mist/Cloudy,15.58,19.695,94.0,0.0,0,5,5,3
7405,2011-11-10,Winter,2011,11,0,Thursday,1,Clear/Partly Cloudy,15.58,19.695,94.0,6.0032,0,11,11,4
7406,2011-11-10,Winter,2011,11,0,Thursday,1,Clear/Partly Cloudy,15.58,19.695,94.0,6.0032,1,2,3,5
7407,2011-11-10,Winter,2011,11,0,Thursday,1,Mist/Cloudy,14.76,17.424999999999997,100.0,8.9981,1,22,23,6
7408,2011-11-10,Winter,2011,11,0,Thursday,1,Mist/Cloudy,14.76,17.424999999999997,100.0,8.9981,4,110,114,7
7409,2011-11-10,Winter,2011,11,0,Thursday,1,Mist/Cloudy,15.58,19.695,94.0,11.0014,6,266,272,8
7410,2011-11-10,Winter,2011,11,0,Thursday,1,Mist/Cloudy,16.400000000000002,20.455000000000002,94.0,6.0032,18,418,436,9
7411,2011-11-10,Winter,2011,11,0,Thursday,1,Mist/Cloudy,17.22,21.21,94.0,7.0015,23,188,211,10
7412,2011-11-10,Winter,2011,11,0,Thursday,1,Mist/Cloudy,18.04,21.97,88.0,15.001299999999999,17,100,117,11
7413,2011-11-10,Winter,2011,11,0,Thursday,1,Mist/Cloudy,18.86,22.725,67.0,26.0027,9,99,108,12
7414,2011-11-10,Winter,2011,11,0,Thursday,1,Mist/Cloudy,17.22,21.21,67.0,23.9994,18,149,167,13
7415,2011-11-10,Winter,2011,11,0,Thursday,1,Light Rain/Snow,14.76,16.665,81.0,23.9994,9,87,96,14
7416,2011-11-10,Winter,2011,11,0,Thursday,1,Light Rain/Snow,14.76,16.665,87.0,19.0012,6,58,64,15
7417,2011-11-10,Winter,2011,11,0,Thursday,1,Light Rain/Snow,14.76,16.665,81.0,19.999499999999998,5,57,62,16
7418,2011-11-10,Winter,2011,11,0,Thursday,1,Light Rain/Snow,14.76,17.424999999999997,81.0,15.001299999999999,6,67,73,17
7419,2011-11-10,Winter,2011,11,0,Thursday,1,Light Rain/Snow,14.76,17.424999999999997,81.0,15.001299999999999,9,168,177,18
7420,2011-11-10,Winter,2011,11,0,Thursday,1,Mist/Cloudy,14.76,17.424999999999997,81.0,11.0014,10,263,273,19
7421,2011-11-10,Winter,2011,11,0,Thursday,1,Mist/Cloudy,14.76,17.424999999999997,71.0,15.001299999999999,19,192,211,20
7422,2011-11-10,Winter,2011,11,0,Thursday,1,Mist/Cloudy,14.76,16.665,62.0,19.0012,8,160,168,21
7423,2011-11-10,Winter,2011,11,0,Thursday,1,Clear/Partly Cloudy,14.76,16.665,56.99999999999999,16.997899999999998,6,130,136,22
7424,2011-11-10,Winter,2011,11,0,Thursday,1,Clear/Partly Cloudy,14.76,16.665,53.0,19.0012,5,84,89,23
7425,2011-11-10,Winter,2011,11,0,Thursday,1,Mist/Cloudy,13.940000000000001,16.665,56.99999999999999,11.0014,9,73,82,24
7426,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,13.940000000000001,15.909999999999998,53.0,16.997899999999998,10,56,66,1
7427,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,13.120000000000001,15.15,56.99999999999999,22.0028,3,16,19,2
7428,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,13.120000000000001,14.395,56.99999999999999,19.0012,1,10,11,3
7429,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,12.299999999999999,14.395,61.0,12.998000000000001,0,6,6,4
7430,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,12.299999999999999,14.395,61.0,12.998000000000001,0,8,8,5
7431,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,12.299999999999999,14.395,49.0,16.997899999999998,0,13,13,6
7432,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,11.48,12.879999999999999,45.0,22.0028,0,46,46,7
7433,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,11.48,13.635,45.0,16.997899999999998,5,116,121,8
7434,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,12.299999999999999,13.635,42.0,23.9994,9,249,258,9
7435,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,13.120000000000001,14.395,45.0,30.002599999999997,15,186,201,10
7436,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,13.120000000000001,13.635,42.0,36.9974,38,162,200,11
7437,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,13.940000000000001,14.395,42.0,32.9975,20,150,170,12
7438,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,13.940000000000001,14.395,42.0,31.0009,41,198,239,13
7439,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,15.58,19.695,37.0,36.9974,57,179,236,14
7440,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,15.58,19.695,37.0,31.0009,64,183,247,15
7441,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,14.76,16.665,37.0,27.999299999999998,29,187,216,16
7442,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,14.76,16.665,34.0,22.0028,49,189,238,17
7443,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,13.940000000000001,15.15,39.0,22.0028,24,286,310,18
7444,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,13.940000000000001,15.909999999999998,39.0,16.997899999999998,23,185,208,19
7445,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,13.120000000000001,15.909999999999998,39.0,11.0014,17,182,199,20
7446,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,13.120000000000001,15.909999999999998,39.0,12.998000000000001,12,97,109,21
7447,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,12.299999999999999,15.15,45.0,11.0014,4,79,83,22
7448,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,13.120000000000001,15.909999999999998,39.0,12.998000000000001,13,78,91,23
7449,2011-11-11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,12.299999999999999,15.909999999999998,45.0,6.0032,6,67,73,24
7450,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,9.84,12.120000000000001,60.0,8.9981,12,52,64,1
7451,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,9.84,12.120000000000001,60.0,8.9981,9,45,54,2
7452,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,9.84,12.879999999999999,65.0,6.0032,7,39,46,3
7453,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,9.84,12.120000000000001,70.0,8.9981,4,13,17,4
7454,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,8.200000000000001,10.605,80.0,8.9981,0,7,7,5
7455,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,9.02,12.879999999999999,75.0,6.0032,1,3,4,6
7456,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,9.02,11.365,75.0,11.0014,0,7,7,7
7457,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,9.02,11.365,75.0,12.998000000000001,3,24,27,8
7458,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,10.66,12.879999999999999,70.0,12.998000000000001,14,87,101,9
7459,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,12.299999999999999,15.15,61.0,11.0014,18,142,160,10
7460,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,13.940000000000001,15.909999999999998,61.0,19.0012,62,170,232,11
7461,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,15.58,19.695,54.0,19.0012,102,213,315,12
7462,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,18.04,21.97,44.0,19.0012,142,224,366,13
7463,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,19.68,23.485,36.0,19.0012,128,225,353,14
7464,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,20.5,24.240000000000002,36.0,19.999499999999998,191,244,435,15
7465,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,21.32,25.0,28.999999999999996,19.0012,165,221,386,16
7466,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,21.32,25.0,32.0,16.997899999999998,137,224,361,17
7467,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,20.5,24.240000000000002,34.0,16.997899999999998,92,193,285,18
7468,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,17.22,21.21,57.99999999999999,12.998000000000001,53,150,203,19
7469,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,17.22,21.21,50.0,16.997899999999998,32,139,171,20
7470,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,17.22,21.21,50.0,19.0012,31,101,132,21
7471,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,17.22,21.21,47.0,19.0012,19,103,122,22
7472,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,17.22,21.21,47.0,16.997899999999998,30,88,118,23
7473,2011-11-12,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,16.400000000000002,20.455000000000002,57.99999999999999,11.0014,23,78,101,24
7474,2011-11-13,Winter,2011,11,0,Sunday,0,Mist/Cloudy,16.400000000000002,20.455000000000002,57.99999999999999,12.998000000000001,12,61,73,1
7475,2011-11-13,Winter,2011,11,0,Sunday,0,Mist/Cloudy,14.76,17.424999999999997,66.0,12.998000000000001,13,58,71,2
7476,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,14.76,18.18,56.99999999999999,7.0015,9,48,57,3
7477,2011-11-13,Winter,2011,11,0,Sunday,0,Mist/Cloudy,14.76,17.424999999999997,62.0,8.9981,8,20,28,4
7478,2011-11-13,Winter,2011,11,0,Sunday,0,Mist/Cloudy,14.76,17.424999999999997,62.0,8.9981,1,5,6,5
7479,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,13.940000000000001,16.665,61.0,11.0014,2,3,5,6
7480,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,13.940000000000001,16.665,66.0,8.9981,5,18,23,7
7481,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,13.940000000000001,15.909999999999998,66.0,15.001299999999999,13,30,43,8
7482,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,13.940000000000001,17.424999999999997,66.0,6.0032,24,55,79,9
7483,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,16.400000000000002,20.455000000000002,54.0,19.0012,38,97,135,10
7484,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,18.04,21.97,44.0,22.0028,63,178,241,11
7485,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,18.86,22.725,40.0,27.999299999999998,108,187,295,12
7486,2011-11-13,Winter,2011,11,0,Sunday,0,Mist/Cloudy,21.32,25.0,28.999999999999996,27.999299999999998,112,242,354,13
7487,2011-11-13,Winter,2011,11,0,Sunday,0,Mist/Cloudy,21.32,25.0,28.999999999999996,27.999299999999998,105,234,339,14
7488,2011-11-13,Winter,2011,11,0,Sunday,0,Mist/Cloudy,22.14,25.759999999999998,28.000000000000004,32.9975,108,263,371,15
7489,2011-11-13,Winter,2011,11,0,Sunday,0,Mist/Cloudy,20.5,24.240000000000002,42.0,22.0028,89,221,310,16
7490,2011-11-13,Winter,2011,11,0,Sunday,0,Mist/Cloudy,22.14,25.759999999999998,28.000000000000004,26.0027,93,226,319,17
7491,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,21.32,25.0,27.0,22.0028,44,187,231,18
7492,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,21.32,25.0,27.0,22.0028,35,155,190,19
7493,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,20.5,24.240000000000002,28.999999999999996,23.9994,36,121,157,20
7494,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,20.5,24.240000000000002,31.0,23.9994,24,115,139,21
7495,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,19.68,23.485,36.0,16.997899999999998,19,76,95,22
7496,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,19.68,23.485,41.0,26.0027,25,64,89,23
7497,2011-11-13,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,18.86,22.725,51.0,19.999499999999998,18,49,67,24
7498,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,18.86,22.725,59.0,19.0012,8,22,30,1
7499,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,18.86,22.725,63.0,19.999499999999998,5,6,11,2
7500,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,18.86,22.725,63.0,23.9994,7,10,17,3
7501,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,18.04,21.97,67.0,19.0012,4,3,7,4
7502,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,18.04,21.97,67.0,15.001299999999999,0,5,5,5
7503,2011-11-14,Winter,2011,11,0,Monday,1,Mist/Cloudy,18.04,21.97,67.0,16.997899999999998,0,19,19,6
7504,2011-11-14,Winter,2011,11,0,Monday,1,Mist/Cloudy,18.04,21.97,72.0,15.001299999999999,10,104,114,7
7505,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,18.04,21.97,72.0,16.997899999999998,11,311,322,8
7506,2011-11-14,Winter,2011,11,0,Monday,1,Mist/Cloudy,18.86,22.725,67.0,12.998000000000001,27,425,452,9
7507,2011-11-14,Winter,2011,11,0,Monday,1,Mist/Cloudy,19.68,23.485,67.0,22.0028,29,204,233,10
7508,2011-11-14,Winter,2011,11,0,Monday,1,Mist/Cloudy,20.5,24.240000000000002,63.0,19.0012,26,85,111,11
7509,2011-11-14,Winter,2011,11,0,Monday,1,Mist/Cloudy,22.14,25.759999999999998,60.0,19.0012,22,106,128,12
7510,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,22.96,26.515,56.00000000000001,19.999499999999998,36,166,202,13
7511,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,24.599999999999998,31.06,49.0,26.0027,50,153,203,14
7512,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,25.419999999999998,31.06,46.0,30.002599999999997,47,138,185,15
7513,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,26.240000000000002,31.06,44.0,22.0028,53,142,195,16
7514,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,25.419999999999998,31.06,46.0,27.999299999999998,51,264,315,17
7515,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,25.419999999999998,31.06,46.0,16.997899999999998,55,464,519,18
7516,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,22.96,26.515,56.00000000000001,19.0012,29,460,489,19
7517,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,24.599999999999998,31.06,53.0,19.999499999999998,28,274,302,20
7518,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,24.599999999999998,31.06,53.0,23.9994,30,210,240,21
7519,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,24.599999999999998,31.06,53.0,23.9994,37,176,213,22
7520,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,23.779999999999998,27.275,56.00000000000001,23.9994,17,96,113,23
7521,2011-11-14,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,22.96,26.515,64.0,19.999499999999998,13,48,61,24
7522,2011-11-15,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,22.96,26.515,64.0,23.9994,7,15,22,1
7523,2011-11-15,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,22.96,26.515,60.0,19.999499999999998,5,5,10,2
7524,2011-11-15,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,22.96,26.515,64.0,16.997899999999998,7,8,15,3
7525,2011-11-15,Winter,2011,11,0,Tuesday,1,Mist/Cloudy,22.14,25.759999999999998,68.0,22.0028,0,4,4,4
7526,2011-11-15,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,22.96,26.515,64.0,19.999499999999998,1,6,7,5
7527,2011-11-15,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,22.14,25.759999999999998,68.0,19.0012,2,26,28,6
7528,2011-11-15,Winter,2011,11,0,Tuesday,1,Mist/Cloudy,22.96,26.515,64.0,6.0032,4,104,108,7
7529,2011-11-15,Winter,2011,11,0,Tuesday,1,Mist/Cloudy,22.14,25.759999999999998,68.0,11.0014,21,298,319,8
7530,2011-11-15,Winter,2011,11,0,Tuesday,1,Mist/Cloudy,22.14,25.759999999999998,68.0,7.0015,27,453,480,9
7531,2011-11-15,Winter,2011,11,0,Tuesday,1,Mist/Cloudy,22.96,26.515,64.0,6.0032,26,174,200,10
7532,2011-11-15,Winter,2011,11,0,Tuesday,1,Mist/Cloudy,22.96,26.515,64.0,19.0012,23,115,138,11
7533,2011-11-15,Winter,2011,11,0,Tuesday,1,Mist/Cloudy,22.96,26.515,64.0,12.998000000000001,18,116,134,12
7534,2011-11-15,Winter,2011,11,0,Tuesday,1,Mist/Cloudy,22.14,25.759999999999998,68.0,0.0,28,148,176,13
